dataset_name,variable_name,label,concept,predicateType
cps/basic/aug,A_EARNRT,Earnings-interviewer check item,,int
cps/basic/aug,HG_MSAC,Geography-FIPS code,,int
cps/basic/aug,HXTYPEBC,Household-type b/c (allocation flag),,int
cps/basic/aug,HG_MSAR,Geography-rank,,int
cps/basic/aug,A_PFNOUN,Labor Force-number of unemployed,,int
cps/basic/aug,A_RRP,Demographic-relationship to reference person,,int
cps/basic/aug,A_WHYLK,Labor Force-reasons why looking for work,,int
cps/basic/aug,A_FTPT,School Enrollment-f/t or p/t student,,int
cps/basic/aug,AXORIGIN,Demographic-origin (allocation flag),,int
cps/basic/aug,A_PFWS,Labor Force-wage and salary,,int
cps/basic/aug,AXWHYLK,Labor Force-reasons why looking for work (allocation flag),,int
cps/basic/aug,A_LFSR,Labor Force-labor force status recode,,int
cps/basic/aug,HG_MSAS,Geography-MSA status,,int
cps/basic/aug,AXNLFLJ,Labor Force-work for pay (allocation flag),,int
cps/basic/aug,A_FTREAS,Labor Force-hours usually worked/week,,int
cps/basic/aug,AXOCC,Indus.&Occ.-occupation (allocation flag),,int
cps/basic/aug,A_EXPRRP,Demographic-expanded relationship code,,int
cps/basic/aug,A_INTEND,Labor Force-intend to look for work,,int
cps/basic/aug,H_SEASON,Household-seasonal status,,int
cps/basic/aug,H_STATUS,Household-status change,,int
cps/basic/aug,H_TYPE,Household-household type,,int
cps/basic/aug,AXWHENLJ,Labor Force-last work f/t job 2+ weeks (allocation flag),,int
cps/basic/aug,AXSPOUSE,Demographic-spouse's line number (allocation flag),,int
cps/basic/aug,AXAGE,Demographic-age (allocation flag),,int
cps/basic/aug,AXHRLYWK,Earnings-hourly wage (allocation flag),,int
cps/basic/aug,HXTENURE,Household-tenure (allocation flag),,int
cps/basic/aug,A_MARITL,Demographic-marital status,,int
cps/basic/aug,A_PFNOER,Earnings-number of earners,,int
cps/basic/aug,A_REORGN,Demographic-origin,,int
cps/basic/aug,A_IND,Indus.&Occ.-(main job)industry code,,int
cps/basic/aug,HG_PMSA,Geography-PMSA rank,,int
cps/basic/aug,A_WHYLFT,Labor Force-reason for leaving,,int
cps/basic/aug,A_ERNLWT,Weight-earnings/not in labor force weight,,int
cps/basic/aug,HXDAYCMP,Household-day interview complete (allocation flag),,int
cps/basic/aug,A_LINENO,Demographic-line number,,int
cps/basic/aug,A_JOBABS,Labor Force-absence from job,,int
cps/basic/aug,AXMARITL,Demographic-marital status (allocation flag),,int
cps/basic/aug,HXCPSCHK,Household-interviewer check item (allocation flag),,int
cps/basic/aug,AXLKFTPT,Labor Force-full-time/part-time (allocation flag),,int
cps/basic/aug,AXSEX,Demographic-sex (allocation flag),,int
cps/basic/aug,H_NUMFAM,Household-number of families,,int
cps/basic/aug,A_ENRCHK,School Enrollment-interviewer check item,,int
cps/basic/aug,A_AVAIL,Labor Force-available job,,int
cps/basic/aug,A_NAGPWS,Labor Force-non-agricultural private wage & salary workers,,int
cps/basic/aug,H_PRSCNT,Household-number of contacts,,int
cps/basic/aug,H_NUMPER,Household-number of persons,,int
cps/basic/aug,A_EMPHRS,"Labor Force-reasons, hours",,int
cps/basic/aug,HXARACE,Household-race (allocation flag),,int
cps/basic/aug,AXUNCOV,Earnings-union/employee assoc. contract (allocation flag),,int
cps/basic/aug,A_NLFROT,Labor Force-interviewer check item,,int
cps/basic/aug,H_AREASN,Household-reason,,int
cps/basic/aug,A_DTCLWK,Indus.&Occ.-detailed class of worker,,int
cps/basic/aug,H_INDVCC,Geography-individual central city identifier,,int
cps/basic/aug,A_FAMTYP,Demographic-family type,,int
cps/basic/aug,H_OCCINT,Household-unit occupancy,,int
cps/basic/aug,HXFAMINC,Household-family income (allocation flag),,int
cps/basic/aug,H_HHWGT,Household-household weight,,int
cps/basic/aug,A_WERNTF,Earnings-weekly earnings top code flag,,int
cps/basic/aug,A_WKSLK,"Labor Force-# weeks looking for work, laid off",,int
cps/basic/aug,AXWANTJB,Labor Force-want regular job (allocation flag),,int
cps/basic/aug,A_FNLWGT,Weight-adults final weight,,int
cps/basic/aug,A_WERNTP,Earnings-weekly earnings top code,,int
cps/basic/aug,A_USLHRS,Earnings-hrs/week worked,,int
cps/basic/aug,AXOVRTIM,Labor Force-overtime worked (allocation flag),,int
cps/basic/aug,AXWHYABS,Labor Force-reason for absence (allocation flag),,int
cps/basic/aug,A_VET,Demographic-veteran status,,int
cps/basic/aug,A_NLFLJ,Labor Force-work for pay,,int
cps/basic/aug,A_FMEWGT,Weight-family earnings weight,,int
cps/basic/aug,H_TELHHD,Household-telephone in household,,int
cps/basic/aug,A_PTREA,Labor Force-reasons,,int
cps/basic/aug,H_ARACE,Household-Race for Type A noninterviews,,int
cps/basic/aug,H_TELCNT,Household-number of contacts,,int
cps/basic/aug,A_IOELIG,Indus.&Occ.-I&O eligibility,,int
cps/basic/aug,AXHRS,Labor Force-total hours worked (allocation flag),,int
cps/basic/aug,A_PAYABS,Labor Force-paid absences,,int
cps/basic/aug,H_HHNUM,Household-household number,,int
cps/basic/aug,A_WHYABS,Labor Force-reason for absence,,int
cps/basic/aug,A_RCOW,Labor Force-class of worker recode,,int
cps/basic/aug,A_WHYNL8,Labor Force-school/training,,int
cps/basic/aug,A_WHYNL9,Labor Force-ill health,,int
cps/basic/aug,A_WHYNLB,Labor Force-don't know,,int
cps/basic/aug,AXGRSWK,Earnings-weekly earnings (allocation flag),,int
cps/basic/aug,A_WHYNLA,Labor Force-other,,int
cps/basic/aug,A_MJIND,Ind.&Occ.-major industry code,,int
cps/basic/aug,A_WHYNL2,Labor Force-couldn't find work,,int
cps/basic/aug,A_WHYNL3,Labor Force-lacks schooling,,int
cps/basic/aug,A_WHYNL1,Labor Force-no work available,,int
cps/basic/aug,A_WHYNL6,Labor Force-child care,,int
cps/basic/aug,A_WHYNL7,Labor Force-family responsibilities,,int
cps/basic/aug,A_WHYNL4,Labor Force-age,,int
cps/basic/aug,A_WHYNL5,Labor Force-personal handicap,,int
cps/basic/aug,A_MAJACT,Labor Force-activities last week,,int
cps/basic/aug,A_HERNTF,Earnings-hourly earnings top code flag,,int
cps/basic/aug,H_MSTIND,Household-master segment tape index,,int
cps/basic/aug,HXPRSCNT,Household-number of contacts (allocation flag),,int
cps/basic/aug,AXWHYLFT,Labor Force-reason for leaving (allocation flag),,int
cps/basic/aug,AXANYWK,Labor Force-work (allocation flag),,int
cps/basic/aug,AXUSLFT,Labor Force-hours usually worked/week (allocation flag),,int
cps/basic/aug,AXENRCHK,School Enrollment-interviewer check (allocation flag),,int
cps/basic/aug,AXIND,Indus.&Occ.-industry (allocation flag),,int
cps/basic/aug,H_YEAR,"Household-year of survey, last digit",,int
cps/basic/aug,A_SPOUSE,Demographic-line number,,int
cps/basic/aug,A_LKWK,Labor Force-looking for work,,int
cps/basic/aug,A_DSCWK,Labor Force-discouraged worker flag,,int
cps/basic/aug,A_UNMEM,Earnings-labor union membership or similar association,,int
cps/basic/aug,A_HERNTP,Earnings-hourly earnings top code,,int
cps/basic/aug,A_PTHRS,Labor Force-part-time hours,,int
cps/basic/aug,A_FERNTF,Earnings-family earnings top code flag,,int
cps/basic/aug,A_NAGWS,Indus.&Occ.-non-agricultural wage and salary workers,,int
cps/basic/aug,H_HHTYPE,Household-type of household,,int
cps/basic/aug,H_LIVQRT,Household-living quarters,,int
cps/basic/aug,A_PARENT,Demographic-line number,,int
cps/basic/aug,A_FERNTP,Earnings-family earnings top coded,,int
cps/basic/aug,HXTELHHD,Household-telephone in household (allocation flag),,int
cps/basic/aug,AXLOSTIM,"Labor Force-lost time, time off from work (allocation flag)",,int
cps/basic/aug,H_TELINT,Household-telephone interview acceptable,,int
cps/basic/aug,HXTELCNT,Household-number of contacts (allocation flag),,int
cps/basic/aug,H_RESPNM,Household-line no. hhld resp.,,int
cps/basic/aug,AXRRP,Demographic-relationship to ref person (allocation flag),,int
cps/basic/aug,HG_REG,Geography-region,,int
cps/basic/aug,A_PFHHAG,Demographic-age,,int
cps/basic/aug,A_DTIND,Indus.&Occ.-detailed industry code,,int
cps/basic/aug,A_HRLYWK,Earnings-hourly wage,,int
cps/basic/aug,A_VETWGT,Weight-veteran's weight,,int
cps/basic/aug,A_UNCOV,Earnings-union/employee association contract covering,,int
cps/basic/aug,AXUNMEM,Earnings-labor union membership (allocation flag),,int
cps/basic/aug,A_FTABS,Labor Force-hours worked/week,,int
cps/basic/aug,A_FAMWGT,Weight-family weight,,int
cps/basic/aug,AXINTEND,Labor Force-intend to look for work (allocation flag),,int
cps/basic/aug,HXSTATUS,"Household-status change, replacement (allocation flag)",,int
cps/basic/aug,H_INTRV1,Household-interviewer code,,int
cps/basic/aug,H_INTRV2,Household-interviewer code,,int
cps/basic/aug,A_WHENLJ,Labor Force-last work full-time job lasting 2+ weeks,,int
cps/basic/aug,H_INTRV3,Household-interviewer code,,int
cps/basic/aug,AXFTREAS,Labor Force-hours usually worked/week (allocation flag),,int
cps/basic/aug,H_MIS,Household-month in sample,,int
cps/basic/aug,A_NLFREA,Labor Force-current activity/reason,,int
cps/basic/aug,A_HGA,"Demographic-highest dgree, grade completed",,int
cps/basic/aug,A_HGC,Grade Completed?,,int
cps/basic/aug,H_TYPERP,Household-type of reference person,,int
cps/basic/aug,AXFTPT,School Enrollment-f/t or p/t student (allocation flag),,int
cps/basic/aug,HXSEASON,Household-seasonal status (allocation flag),,int
cps/basic/aug,H_TYPEBC,Household-type B/C,,int
cps/basic/aug,H_FARM,Household-farm/nonfarm,,int
cps/basic/aug,AXLFSR,Labor Force-labor force status recode (allocation flag),,int
cps/basic/dec,for,Census API FIPS 'for' clause,Census API Geography Specification,fips-for
cps/basic/dec,in,Census API FIPS 'in' clause,Census API Geography Specification,fips-in
cps/basic/dec,ucgid,Uniform Census Geography Identifier clause,Census API Geography Specification,ucgid
cps/basic/dec,HG_FIPS,Geography-FIPS state code,,Unknown
cps/basic/dec,AXWHYNL,Labor Force-reasons not looking for work (allocation flag),,int
cps/basic/dec,A_UNTYPE,Labor Force-reason,,int
cps/basic/dec,H_TENURE,Household-tenure,,int
cps/basic/dec,AXWHYNA,Labor Force-why not (allocation flag),,int
cps/basic/dec,A_ENRLW,School Enrollment-enrolled/attending an inst. of educ.,,int
cps/basic/dec,HXLIVQRT,Household-living quarters (allocation flag),,int
cps/basic/dec,A_PFFTPT,Labor Force-full-time/part-time status,,int
cps/basic/dec,AXMAJACT,Labor Force-activities last week (allocation flag),,int
cps/basic/dec,A_AGE,Demographic-age,,int
cps/basic/dec,AXHSCOL,School Enrollment-institution (allocation flag),,int
cps/basic/dec,AXPARENT,Demographic-parent's line number (allocation flag),,int
cps/basic/dec,AXHGC,Allocation Flag for A_HGC,,int
cps/basic/dec,A_OCC,Indus.&Occ.-(main job)occupation code,,int
cps/basic/dec,A_FAMNUM,Demographic-family number,,int
cps/basic/dec,A_CLSWKR,Indus.&Occ.-class of worker,,int
cps/basic/dec,AXHGA,"Demographic-highest deg., grade completed (allocation flag)",,int
cps/basic/dec,A_HRSCHK,Labor Force-interviewer check,,int
cps/basic/dec,A_CHKWJ,Indus.&Occ.-interviewer check item,,int
cps/basic/dec,HG_CMSA,Geography-CMSA code,,int
cps/basic/dec,A_EXPLF,Labor Force-employment status,,int
cps/basic/dec,A_FTLF,Labor Force-f/t labor force,,int
cps/basic/dec,A_HRS1,Labor Force-total hours worked,,int
cps/basic/dec,AXUSLHRS,Earnings-hours/week worked (allocation flag),,int
cps/basic/dec,A_RACE,Demographic-race,,int
cps/basic/dec,A_MJOCC,Indus.&Occ.-major occupation code,,int
cps/basic/dec,A_OVRTIM,Labor Force-overtime worked,,int
cps/basic/dec,AXFTABS,Labor Force-hours worked/week (allocation flag),,int
cps/basic/dec,AXPAYABS,Labor Force-paid absences (allocation flag),,int
cps/basic/dec,H_ID,Household-unique household identifier,,string
cps/basic/dec,AXCLSWKR,Indus.&Occ.-class of worker (allocation flag),,int
cps/basic/dec,HXTELAVL,Household-telephone available (allocation flag),,int
cps/basic/dec,AXVET,Demographic-veteran status (allocation flag),,int
cps/basic/dec,HXHHNUM,Household-household number (allocation flag),,int
cps/basic/dec,A_USLFT,Labor Force-hours usually worked/week,,int
cps/basic/dec,A_WKSCH,Labor Force-time worked/lost,,int
cps/basic/dec,A_HSCOL,School Enrollment-institution,,int
cps/basic/dec,A_PFREL,Demographic-primary family relationship,,int
cps/basic/dec,AXRACE,Demographic-race (allocation flag),,int
cps/basic/dec,A_ANYWK,Labor Force-work,,int
cps/basic/dec,A_EMP,Labor Force-employed persons,,int
cps/basic/dec,H_TIMINT,Household-time of interview,,int
cps/basic/dec,AXWKSLK,Labor Force-number of weeks laid off (allocation flag),,int
cps/basic/dec,H_TYPINT,Household-type interview,,int
cps/basic/dec,AXMTHD,Labor Force-attempts to look for work (allocation flag),,int
cps/basic/dec,A_LKFTPT,Labor Force-full-time/part-time,,int
cps/basic/dec,AXJOBABS,Labor Force-absence from job (allocation flag),,int
cps/basic/dec,AXHRSCHK,Labor Force-interviewer check (allocation flag),,int
cps/basic/dec,AXLINENO,Demographic-line number (allocation flag),,int
cps/basic/dec,H_METSTA,Geography-metropolitan/non-metropolitan,,int
cps/basic/dec,HXOCCINT,Household-unit occupancy (allocation flag),,int
cps/basic/dec,A_SEX,Demographic-sex,,int
cps/basic/dec,A_PFNOCD,Demographic-# of children < 18,,int
cps/basic/dec,H_DAYCMP,Household-day interview complete,,int
cps/basic/dec,HG_MSSZ,Geography-MSA size,,int
cps/basic/dec,H_FAMINC,Household-family income,,int
cps/basic/dec,AXHRSPAY,Earnings-hourly earnings (allocation flag),,int
cps/basic/dec,A_PFSIZE,Demographic-size,,int
cps/basic/dec,H_MONTH,Household-month of survey,,int
cps/basic/dec,A_DTOCC,Indus.&Occ.-detailed occupation code,,int
cps/basic/dec,HXTIMINT,Household-time of interview (allocation flag),,int
cps/basic/dec,A_WHYNA,Labor Force-why not,,int
cps/basic/dec,AXAVAIL,Labor Force-available job (allocation flag),,int
cps/basic/dec,A_AG_NA,"Indus.&Occ.-agriculture, non-agriculture",,int
cps/basic/dec,AXLKWK,Labor Force-looking for work (allocation flag),,int
cps/basic/dec,AXENRLW,School Enrollment-enrolled/attend a school(allocation flag),,int
cps/basic/dec,A_ERNEL,Earnings-eligibility,,int
cps/basic/dec,H_CPSCHK,Household-interviewer check item,,int
cps/basic/dec,A_PFPRCD,Demographic-children < 18 in primary family,,int
cps/basic/dec,H_TELAVL,Household-telephone available,,int
cps/basic/dec,A_WKSTAT,Labor Force-full/part-time status,,int
cps/basic/dec,HXAREASN,Household-reason (allocation flag),,int
cps/basic/dec,A_MTHD6,Labor Force-nothing,,int
cps/basic/dec,A_MTHD5,"Labor Force-placed, answered ADS",,int
cps/basic/dec,A_LFESF,"Labor Force-labor force, earner status (female)",,int
cps/basic/dec,A_FAMREL,Demographic-family relationship,,int
cps/basic/dec,A_PFNOEM,Labor Force-number of employed,,int
cps/basic/dec,A_MTHD7,Labor Force-other,,int
cps/basic/dec,A_MTHD2,Labor Force-private emp. agency,,int
cps/basic/dec,HXTELINT,Household-telephone interview acceptable (allocation flag),,int
cps/basic/dec,A_MTHD1,Labor Force-public employment agency,,int
cps/basic/dec,A_LFESM,"Labor Force-labor force, earner status (male)",,int
cps/basic/dec,A_MTHD4,Labor Force-friends/relatives,,int
cps/basic/dec,HXRESPNM,Household-line no. hhld resp. (allocation flag),,int
cps/basic/dec,A_MTHD3,Labor Force-employer,,int
cps/basic/dec,A_CIVLF,Labor Force-civilian labor force,,int
cps/basic/dec,A_ABSREA,"Labor Force-reasons for absence, pay status",,int
cps/basic/dec,A_LOSTIM,"Labor Force-lost time, time off from work",,int
cps/basic/dec,A_WANTJB,Labor Force-want regular job,,int
cps/basic/dec,A_RECTYP,Demographic-record type,,int
cps/basic/dec,A_EARNRT,Earnings-interviewer check item,,int
cps/basic/dec,HG_MSAC,Geography-FIPS code,,int
cps/basic/dec,HXTYPEBC,Household-type b/c (allocation flag),,int
cps/basic/dec,HG_MSAR,Geography-rank,,int
cps/basic/dec,A_PFNOUN,Labor Force-number of unemployed,,int
cps/basic/dec,A_RRP,Demographic-relationship to reference person,,int
cps/basic/dec,A_WHYLK,Labor Force-reasons why looking for work,,int
cps/basic/dec,A_FTPT,School Enrollment-f/t or p/t student,,int
cps/basic/dec,AXORIGIN,Demographic-origin (allocation flag),,int
cps/basic/dec,A_PFWS,Labor Force-wage and salary,,int
cps/basic/dec,AXWHYLK,Labor Force-reasons why looking for work (allocation flag),,int
cps/basic/dec,A_LFSR,Labor Force-labor force status recode,,int
cps/basic/dec,HG_MSAS,Geography-MSA status,,int
cps/basic/dec,AXNLFLJ,Labor Force-work for pay (allocation flag),,int
cps/basic/dec,A_FTREAS,Labor Force-hours usually worked/week,,int
cps/basic/dec,AXOCC,Indus.&Occ.-occupation (allocation flag),,int
cps/basic/dec,A_EXPRRP,Demographic-expanded relationship code,,int
cps/basic/dec,A_INTEND,Labor Force-intend to look for work,,int
cps/basic/dec,H_SEASON,Household-seasonal status,,int
cps/basic/dec,H_STATUS,Household-status change,,int
cps/basic/dec,H_TYPE,Household-household type,,int
cps/basic/dec,AXWHENLJ,Labor Force-last work f/t job 2+ weeks (allocation flag),,int
cps/basic/dec,AXSPOUSE,Demographic-spouse's line number (allocation flag),,int
cps/basic/dec,AXAGE,Demographic-age (allocation flag),,int
cps/basic/dec,AXHRLYWK,Earnings-hourly wage (allocation flag),,int
cps/basic/dec,HXTENURE,Household-tenure (allocation flag),,int
cps/basic/dec,A_MARITL,Demographic-marital status,,int
cps/basic/dec,A_PFNOER,Earnings-number of earners,,int
cps/basic/dec,A_REORGN,Demographic-origin,,int
cps/basic/dec,A_IND,Indus.&Occ.-(main job)industry code,,int
cps/basic/dec,HG_PMSA,Geography-PMSA rank,,int
cps/basic/dec,A_WHYLFT,Labor Force-reason for leaving,,int
cps/basic/dec,A_ERNLWT,Weight-earnings/not in labor force weight,,int
cps/basic/dec,HXDAYCMP,Household-day interview complete (allocation flag),,int
cps/basic/dec,A_LINENO,Demographic-line number,,int
cps/basic/dec,A_JOBABS,Labor Force-absence from job,,int
cps/basic/dec,AXMARITL,Demographic-marital status (allocation flag),,int
cps/basic/dec,HXCPSCHK,Household-interviewer check item (allocation flag),,int
cps/basic/dec,AXLKFTPT,Labor Force-full-time/part-time (allocation flag),,int
cps/basic/dec,AXSEX,Demographic-sex (allocation flag),,int
cps/basic/dec,H_NUMFAM,Household-number of families,,int
cps/basic/dec,A_ENRCHK,School Enrollment-interviewer check item,,int
cps/basic/dec,A_AVAIL,Labor Force-available job,,int
cps/basic/dec,A_NAGPWS,Labor Force-non-agricultural private wage & salary workers,,int
cps/basic/dec,H_PRSCNT,Household-number of contacts,,int
cps/basic/dec,H_NUMPER,Household-number of persons,,int
cps/basic/dec,A_EMPHRS,"Labor Force-reasons, hours",,int
cps/basic/dec,HXARACE,Household-race (allocation flag),,int
cps/basic/dec,AXUNCOV,Earnings-union/employee assoc. contract (allocation flag),,int
